network	nodeCount	edgeCount	avNeighbors	diameter	radius	avSpl	cc	density	heterogeneity	centralization	ncc	Med Degree	Avg Degree	C/N	% Nodes	% Channels	Max Degree
snapshot_2025,graphml	8378	42753	10,305558905100687	12	6	3,397631395578333	0,2456651506076253	0,0012428315129161466	4,285648341551593	0,2700475724931567	68	3,0	10,20601575555025	5,103007877775125	0,5020373921380633	0,8455057846336399	2249
