nodeCount	edgeCount	avNeighbors	diameter	radius	avSpl	cc	density	heterogeneity	centralization	ncc	Med Degree	Avg Degree	C/N	% Nodes	% Channels	Max Degree
16688	50565	6,50654278984559	13	7	3,8989771157416486	0,12731149712457707	4,2573727604826214E-4	6,139590107749471	0,1984486245168511	566	2,0	6,0600431447746885	3,0300215723873443	1,0	1,0	3039
