network	nodeCount	edgeCount	avNeighbors	diameter	radius	avSpl	cc	density	heterogeneity	centralization	ncc	Med Degree	Avg Degree	C/N	% Nodes	% Channels	Max Degree
snapshot_2025,graphml	8279	18494	5,649637289705201	17	9	5,292475735962402	0,0774083950806101	8,72126781368509E-4	1,5995441926286216	0,012561821932148061	1619	2,0	4,467689334460684	2,233844667230342	0,49610498561840843	0,36574705824186693	87
