network	nodeCount	edgeCount	avNeighbors	diameter	radius	avSpl	cc	density	heterogeneity	centralization	ncc	Med Degree	Avg Degree	C/N	% Nodes	% Channels	Max Degree
snapshot_2025,graphml	8368	33276	8,821651815400983	15	8	4,120595298861754	0,13956090818645137	0,0011734040722799924	2,78454864817237	0,07652718571433173	746	2,0	7,953154875717018	3,976577437858509	0,50143815915628	0,6580836547018689	584
